,level_0,index,PSCID,Protein Name,Free form,Bound form,Ligands,Classification(?),motion_type,Free PDB,Free Chains,Bound PDB,Bound Chains
711,714,221,N.222,TRNA DELTA(2)-ISOPENTENYLPYROPHOSPHATE TRANSFERASE,3crm_A,3crq_A,DPO,1,no_significant_motion,3crm,A,3crq,A
712,715,222,N.223,PECTATE LYASE C,1plu_A,2ewe_A,"4xADA,CA",1,no_significant_motion,1plu,A,2ewe,A
713,716,223,N.224,UNCHARACTERIZED PROTEIN MJ1062,3eo4_CD,3eo4_AB,PG6,1,no_significant_motion,3eo4,CD,3eo4,AB
714,717,224,N.225,GLYCOGENIN-1,1ll3_AA,1ll2_AA,"2xMN,2xUPG",1,no_significant_motion,1ll3,AA,1ll2,AA
715,718,225,N.226,DESIGNED PROTEIN CTPR2,1na3_A,1na3_B,IPT,1,no_significant_motion,1na3,A,1na3,B
716,719,226,N.227,PHENYLALANINE-4-HYDROXYLASE,1ltu_A,1ltz_A,"FE,HBI",1,no_significant_motion,1ltu,A,1ltz,A
717,720,227,N.228,PLATELET-ACTIVATING FACTOR ACETYLHYDROLASE,3d59_B,3d5e_B,DEP,1,no_significant_motion,3d59,B,3d5e,B
718,721,228,N.229,HDLP (HISTONE DEACETYLASE-LIKE PROTEIN),1c3p_A,1c3r_B,"TSN,ZN",1,no_significant_motion,1c3p,A,1c3r,B
719,722,229,N.230,BETA-N-ACETYLHEXOSAMINIDASE,1qba_A,1c7s_A,CBS,1,no_significant_motion,1qba,A,1c7s,A
720,723,230,N.231,ALDOSE 1-EPIMERASE,1l7j_AB,1mmu_AB,2xGLC,1,no_significant_motion,1l7j,AB,1mmu,AB
721,724,231,N.232,APOLIPOPROTEIN D,2hzr_A,2hzq_A,STR,1,no_significant_motion,2hzr,A,2hzq,A
722,725,232,N.233,PROPIONATE KINASE,2e1y_AA,2e20_AA,2xB4P,1,no_significant_motion,2e1y,AA,2e20,AA
723,726,233,N.234,DYSTROPHIN,1eg3_A,1eg4_A,PEPT(NMTPYRSPPPYVP),1,no_significant_motion,1eg3,A,1eg4,A
724,727,234,N.235,UNDECAPRENYL PYROPHOSPHATE SYNTHASE,2d2r_AB,2dtn_AB,DPO,1,no_significant_motion,2d2r,AB,2dtn,AB
725,728,235,N.236,BIRA BIFUNCTIONAL PROTEIN,1bia_A,1bib_A,BTN,1,no_significant_motion,1bia,A,1bib,A
726,729,236,N.237,CD44 ANTIGEN,2jcp_A,2jcr_A,"2xBDP,3xNAG",1,no_significant_motion,2jcp,A,2jcr,A
727,730,237,N.238,GLUTAMATE RACEMASE,1b73_AA,1b74_AA,2xDGN,1,no_significant_motion,1b73,AA,1b74,AA
728,731,238,N.239,UROPORPHYRIN-III C-METHYLTRANSFERASE,1va0_AB,1v9a_AB,"2xFLC,2xSAH",1,no_significant_motion,1va0,AB,1v9a,AB
729,732,239,N.240,UNSATURATED GLUCURONYL HYDROLASE,2fv0_B,2fv1_B,"GAD,NDG",1,no_significant_motion,2fv0,B,2fv1,B
730,733,240,N.241,MODIFICATION METHYLASE RSRI,1nw8_A,1nw5_A,SAM,1,no_significant_motion,1nw8,A,1nw5,A
731,734,241,N.242,ALKANE MONOXYGENASE,3b9n_AB,3b9o_AB,2xFMN,1,no_significant_motion,3b9n,AB,3b9o,AB
732,735,242,N.243,DIPHTHERIA TOXIN,1sgk_AA,1ddt_AA,2xAPU,1,no_significant_motion,1sgk,AA,1ddt,AA
733,736,243,N.244,SUGAR-BINDING TRANSPORT ATP-BINDING PROTEIN,1v43_AA,1vci_AA,2xATP,1,no_significant_motion,1v43,AA,1vci,AA
734,737,244,N.245,MANNOSE RECEPTOR,1dqg_A,1fwu_A,SGA,1,no_significant_motion,1dqg,A,1fwu,A
736,739,246,N.247,HOMOSERINE O-SUCCINYLTRANSFERASE,2ghr_AA,2vdj_AA,2xHSE,1,no_significant_motion,2ghr,AA,2vdj,AA
737,740,247,N.248,FEMX,1xix_A,1ne9_A,2xMG,1,no_significant_motion,1xix,A,1ne9,A
738,741,248,N.249,ESSENTIAL FOR MITOTIC GROWTH 1,2v3j_A,2v3k_A,SAM,1,no_significant_motion,2v3j,A,2v3k,A
740,743,250,N.251,MOLYBDENUM TRANSPORT PROTEIN MODE,1h9s_AB,1h9r_AB,NI,1,no_significant_motion,1h9s,AB,1h9r,AB
741,744,251,N.252,"5,10-METHYLENETETRAHYDROFOLATE DEHYDROGENASE",1edz_AA,1ee9_AA,2xNAD,1,no_significant_motion,1edz,AA,1ee9,AA
742,745,252,N.253,EXOSOME COMPLEX EXONUCLEASE RRP6,2hbj_A,2hbm_A,"U,ZN",1,no_significant_motion,2hbj,A,2hbm,A
743,746,253,N.254,"BETA-1,3-N-ACETYLGLUCOSAMINYLTRANSFERASE MANIC FRINGE",2j0a_A,2j0b_A,"MN,UDP",1,no_significant_motion,2j0a,A,2j0b,A
744,747,254,N.255,CELLVIBRIO JAPONICUS MANNANASE CJMAN26C,2vx4_A,2vx7_A,MAB,1,no_significant_motion,2vx4,A,2vx7,A
745,748,255,N.256,EPOXIDE HYDROLASE,3cxu_B,2cjp_A,PG4,1,no_significant_motion,3cxu,B,2cjp,A
746,749,256,N.257,CYTOSOLIC 5'-NUCLEOTIDASE III,2g0a_B,2g09_A,"MG,PIN",1,no_significant_motion,2g0a,B,2g09,A
747,750,257,N.258,PUTATIVE EXOTOXIN (SUPERANTIGEN),1ty0_AB,1ty2_AB,2xZN,1,no_significant_motion,1ty0,AB,1ty2,AB
748,751,258,N.259,ENDOGLUCANASE A,1cem_A,1kwf_A,5xGLC,1,no_significant_motion,1cem,A,1kwf,A
749,752,259,N.260,GLUTAMATE RACEMASE,2jfu_AA,2jfv_AA,2xFLC,1,no_significant_motion,2jfu,AA,2jfv,AA
750,753,260,N.261,HYPOTHETICAL PROTEIN APE0525,1zs7_A,2cx1_A,TLA,1,no_significant_motion,1zs7,A,2cx1,A
751,754,261,N.262,METALLOPROTEINASE,1kuf_A,1kug_A,PEPT(ENW),1,no_significant_motion,1kuf,A,1kug,A
752,755,262,N.263,DNA-3-METHYLADENINE GLYCOSYLASE II,1mpg_B,1pvs_A,7HP,1,no_significant_motion,1mpg,B,1pvs,A
753,756,263,N.264,FKBP-TYPE PEPTIDYL-PROLYL CIS-TRANS ISOMERASE FKPA,1q6h_AB,1q6i_AB,2xFK5,1,no_significant_motion,1q6h,AB,1q6i,AB
754,757,264,N.265,MUTT/NUDIX FAMILY PROTEIN,2yvn_AA,2yvp_AA,"6xMG,2xRBY",1,no_significant_motion,2yvn,AA,2yvp,AA
755,758,265,N.266,RHO GTPASE-ACTIVATING PROTEIN 9,2p0f_A,2p0h_A,I3S,1,no_significant_motion,2p0f,A,2p0h,A
756,759,266,N.267,ECTONUCLEOSIDE TRIPHOSPHATE DIPHOSPHOHYDROLASE 2,3cj1_A,3cja_A,ANP,1,no_significant_motion,3cj1,A,3cja,A
757,760,267,N.268,"BETA-1,4-MANNANASE",2bvy_A,2bvt_B,3xBMA,1,no_significant_motion,2bvy,A,2bvt,B
758,761,268,N.269,FENGYCIN SYNTHETASE,2cb9_A,2cbg_A,PMS,1,no_significant_motion,2cb9,A,2cbg,A
759,762,269,N.270,DYNACTIN-1,2hkn_AB,2hl3_AB,PEPT(EEY),1,no_significant_motion,2hkn,AB,2hl3,AB
760,763,270,N.271,PROBABLE POLYSACCHARIDE DEACETYLASE PDAA,1w17_A,1w1a_1,NDG,1,no_significant_motion,1w17,A,1w1a,1
761,764,271,N.272,FERROCHELATASE,1lbq_AB,1l8x_AB,CO,1,no_significant_motion,1lbq,AB,1l8x,AB
762,765,272,N.273,SHIKIMATE 5-DEHYDROGENASE,1wxd_AB,2ev9_AB,"NAP,2xSKM",1,no_significant_motion,1wxd,AB,2ev9,AB
763,766,273,N.274,BH0236 PROTEIN,1w9s_B,1w9w_A,"2xBGC,GLC",1,no_significant_motion,1w9s,B,1w9w,A
764,767,274,N.275,LYSOZYME,153l_A,1lsp_A,BUL,1,no_significant_motion,153l,A,1lsp,A
765,768,275,N.276,MICRONEMAL PROTEIN 1,2jh1_A,2jh7_A,SIA,1,no_significant_motion,2jh1,A,2jh7,A
766,769,276,N.277,ACYL TRANSFERASE,2e1u_A,2e1t_B,MLC,1,no_significant_motion,2e1u,A,2e1t,B
767,770,277,N.278,UVRABC SYSTEM PROTEIN C,1yd3_A,1yd4_A,MN,1,no_significant_motion,1yd3,A,1yd4,A
768,771,278,N.279,PREPROTEIN TRANSLOCASE SECA SUBUNIT,1tf5_A,1tf2_A,ADP,1,no_significant_motion,1tf5,A,1tf2,A
769,772,279,N.280,HEXOSE-6-PHOSPHATE MUTAROTASE,2ciq_A,2cir_A,BG6,1,no_significant_motion,2ciq,A,2cir,A
770,773,280,N.281,6-PHOSPHOGLUCONATE DEHYDROGENASE,2pgd_AA,1pgn_AA,"2xNBP,2xPOP",1,no_significant_motion,2pgd,AA,1pgn,AA
771,774,281,N.282,SULFIREDOXIN-1,1xw3_A,3cyi_A,ATP,1,no_significant_motion,1xw3,A,3cyi,A
772,775,282,N.283,MORPHOGENESIS PROTEIN 1,3csr_A,3ct5_A,2xNAG,1,no_significant_motion,3csr,A,3ct5,A
773,776,283,N.284,EXTRACELLULAR ENDONUCLEASE,1smn_AB,1g8t_AB,MG,1,no_significant_motion,1smn,AB,1g8t,AB
775,778,285,N.286,RICIN,1obs_AA,1ifu_AA,2xFMC,1,no_significant_motion,1obs,AA,1ifu,AA
776,779,286,N.287,AMINOMETHYLTRANSFERASE,1wos_A,1wop_A,2xFFO,1,no_significant_motion,1wos,A,1wop,A
777,780,287,N.288,HYPOTHETICAL PROTEIN CGL3021,2nsg_A,2nsf_A,ZN,1,no_significant_motion,2nsg,A,2nsf,A
778,781,288,N.289,CARBOXYLESTERASE,1auo_AB,1aur_AB,2xPMS,1,no_significant_motion,1auo,AB,1aur,AB
779,782,289,N.290,POLYCOMB PROTEIN SCM,2r57_A,2r5m_A,PEPT(RKS),1,no_significant_motion,2r57,A,2r5m,A
780,783,290,N.291,AGGLUTININ,1jly_AB,1jlx_AB,"2xA2G,2xGAL",1,no_significant_motion,1jly,AB,1jlx,AB
781,784,291,N.292,PHOSPHATIDYLINOSITOL PHOSPHATE PHOSPHATASE,1i9y_A,1i9z_A,"2IP,CA",1,no_significant_motion,1i9y,A,1i9z,A
782,785,292,N.293,AMYLOID BETA A4 PROTEIN PRECURSOR,2fma_A,2fk1_A,CU,1,no_significant_motion,2fma,A,2fk1,A
783,786,293,N.294,"GLYCOSYL TRANSFERASE, GROUP 1",2r60_A,2r68_A,SUP,1,no_significant_motion,2r60,A,2r68,A
784,787,294,N.295,COB(I)ALAMIN ADENOSYLTRANSFERASE,1g5r_AA,1g5t_AA,"2xATP,2xMG",1,no_significant_motion,1g5r,AA,1g5t,AA
785,788,295,N.296,BETA-ARRESTIN 1,1jsy_A,1zsh_A,"IHP,MG",1,no_significant_motion,1jsy,A,1zsh,A
786,789,296,N.297,CARBOXYLESTERASE NP,2r11_AB,2r11_CD,PGE,1,no_significant_motion,2r11,AB,2r11,CD
787,790,297,N.298,ENDONUCLEASE I,2g7e_A,2g7f_A,MG,1,no_significant_motion,2g7e,A,2g7f,A
788,791,298,N.299,"ATP-DEPENDENT RNA HELICASE, PUTATIVE",1j23_AA,1j25_AA,2xMN,1,no_significant_motion,1j23,AA,1j25,AA
789,792,299,N.300,DIMERIC DIHYDRODIOL DEHYDROGENASE,2o4u_XX,2o48_XX,2xAC6,1,no_significant_motion,2o4u,XX,2o48,XX
790,793,300,N.301,PEROXIREDOXIN-5,2vl3_BC,2vl2_BC,2xBEZ,1,no_significant_motion,2vl3,BC,2vl2,BC
791,794,301,N.302,LEVANSUCRASE,3byl_A,3byn_A,"CA,RAF",1,no_significant_motion,3byl,A,3byn,A
792,795,302,N.303,PYRROLINE-5-CARBOXYLATE REDUCTASE,1yqg_AA,2ag8_AA,2xNAP,1,no_significant_motion,1yqg,AA,2ag8,AA
793,796,303,N.304,PHOSPHORIBOSYL PYROPHOSPHATE SYNTHETASE- ASSOCIATED PROTEIN 1,2c4k_D,2c4k_B,TAM,1,no_significant_motion,2c4k,D,2c4k,B
794,797,304,N.305,GTP-BINDING PROTEIN,2qtf_A,2qth_A,GDP,1,no_significant_motion,2qtf,A,2qth,A
795,798,305,N.306,PUTATIVE FRUCTOSE-AMINOACID-6-PHOSPHATE DEGLYCASE,3eua_AB,3eua_GH,FLC,1,no_significant_motion,3eua,AB,3eua,GH
796,799,306,N.307,CLATHRIN ASSEMBLY PROTEIN SHORT FORM,1hf8_A,1hg2_A,IP2,1,no_significant_motion,1hf8,A,1hg2,A
797,800,307,N.308,THIOL:DISULFIDE INTERCHANGE PROTEIN DSBA-LIKE,3c7m_B,3c7m_A,PGE,1,no_significant_motion,3c7m,B,3c7m,A
798,801,308,N.309,UNCHARACTERIZED PROTEIN,2q22_C,2q22_B,PG4,1,no_significant_motion,2q22,C,2q22,B
799,802,309,N.310,PHOSPHOLIPASE A2,1g0z_AB,1u4j_AB,MAN,1,no_significant_motion,1g0z,AB,1u4j,AB
800,803,310,N.311,E80-TELSAM DOMAIN,2qb0_A,2qb0_C,MN,1,no_significant_motion,2qb0,A,2qb0,C
801,804,0,B.1,ODORANT BINDING PROTEIN,1obp_AB,1pbo_AB,2xSES,10,other_motion,1obp,AB,1pbo,AB
802,805,1,B.2,INTEGRIN ALPHA-M,1na5_A,1ido_A,MG,10,other_motion,1na5,A,1ido,A
803,806,2,B.3,TRP OPERON REPRESSOR,3wrp_AA,2oz9_RR,2xTRP,10,other_motion,3wrp,AA,2oz9,RR
804,807,3,B.4,MITE ALLERGEN DER F II,2f08_D,1xwv_B,XPE,10,other_motion,2f08,D,1xwv,B
805,808,4,B.5,TRYPTOPHANYL-TRNA SYNTHETASE,2quk_AA,2quj_AB,"TRP,TYM",10,other_motion,2quk,AA,2quj,AB
806,809,5,B.6,REPLICASE POLYPROTEIN 1AB,2acf_B,2fav_B,APR,10,other_motion,2acf,B,2fav,B
807,810,6,B.7,NITROREDUCTASE-LIKE FAMILY PROTEIN,2i7h_EF,2i7h_AB,2xFMN,10,other_motion,2i7h,EF,2i7h,AB
808,811,7,B.8,SUPEROXIDE DISMUTASE,1ozt_MN,1spd_AB,"2xCU,2xZN",10,other_motion,1ozt,MN,1spd,AB
809,812,8,B.9,HISTIDINOL-PHOSPHATE AMINOTRANSFERASE,1uu0_CD,1uu2_AB,2xPMP,10,other_motion,1uu0,CD,1uu2,AB
810,813,9,B.10,BETA-CRYPTOGEIN,1beo_A,1lri_A,CLR,10,other_motion,1beo,A,1lri,A
811,814,10,B.11,SUBTILISIN NOVO,2sbt_A,1ubn_A,2xCA,10,other_motion,2sbt,A,1ubn,A
812,815,11,B.12,BETA-GLUCOSIDASE,1hxj_AB,1v08_AB,4xNTZ,10,other_motion,1hxj,AB,1v08,AB
813,816,12,B.13,T-CELL ECTO-ADP-RIBOSYLTRANSFERASE 2,1gy0_A,1gxz_B,BRT,10,other_motion,1gy0,A,1gxz,B
814,817,13,B.14,CARBONIC ANHYDRASE II,1fqn_A,1xev_B,ZN,10,other_motion,1fqn,A,1xev,B
815,818,14,B.15,SODIUM/CALCIUM EXCHANGER 1,2qvk_A,2qvm_A,CA,10,other_motion,2qvk,A,2qvm,A
816,819,15,B.16,GLUCOSE-6-PHOSPHATE ISOMERASE,1x8e_AB,1x82_AA,2xPA5,10,other_motion,1x8e,AB,1x82,AA
817,820,16,B.17,CHORISMATE MUTASE,2qbv_AA,2vkl_AA,2xMLT,10,other_motion,2qbv,AA,2vkl,AA
818,821,17,B.18,ACYLAMINO-ACID-RELEASING ENZYME,2qzp_B,1ve7_A,4NP,10,other_motion,2qzp,B,1ve7,A
819,822,18,B.19,LIPOATE-PROTEIN LIGASE A,2c7i_A,2art_A,"AMP,LPA,MG",10,other_motion,2c7i,A,2art,A
820,823,19,B.20,DRP35,2dg0_L,2dso_A,2xCA,10,other_motion,2dg0,L,2dso,A
821,824,20,B.21,HYPOTHETICAL PROTEIN VIOE,2zf3_CD,2zf4_AB,4xPPY,10,other_motion,2zf3,CD,2zf4,AB
822,825,21,B.22,EGF-LIKE MODULE CONTAINING MUCIN-LIKE HORMONE RECEPTOR-LIKE 2 PRECURSOR,2box_A,2bo2_B,2xCA,10,other_motion,2box,A,2bo2,B
823,826,22,B.23,RIBONUCLEOTIDE REDUCTASE R2,2av8_AB,1pfr_AB,4xFE,10,other_motion,2av8,AB,1pfr,AB
824,827,23,B.24,GLUCOSE PHOSPHATE ISOMERASE,1jiq_AB,1nuh_AA,2xPA5,10,other_motion,1jiq,AB,1nuh,AA
825,828,24,B.25,PSORIASIN,1psr_AB,3psr_AB,"2xCA,ZN",10,other_motion,1psr,AB,3psr,AB
826,829,25,B.26,GLUTAMATE [NMDA] RECEPTOR SUBUNIT 3B,2rca_B,2rcb_A,DSN,10,other_motion,2rca,B,2rcb,A
827,830,26,B.27,METHYLTHIORIBOSE-1-PHOSPHATE ISOMERASE,2yrf_AB,2yvk_AB,2xMRU,10,other_motion,2yrf,AB,2yvk,AB
828,831,27,B.28,"2-HYDROXY-6-OXO-7-METHYLOCTA-2,4-DIENOATE HYDROLASE",1iun_AB,1uk9_AA,2xIVA,10,other_motion,1iun,AB,1uk9,AA
829,832,28,B.29,PRECORRIN-8X METHYLMUTASE,1f2v_AA,1i1h_AA,2xCOJ,10,other_motion,1f2v,AA,1i1h,AA
830,833,29,B.30,OHCU DECARBOXYLASE,2o70_CD,2o74_AB,2xGUN,10,other_motion,2o70,CD,2o74,AB
831,834,30,B.31,CATION EFFLUX SYSTEM PROTEIN CUSF,2vb3_X,2vb2_X,CU,10,other_motion,2vb3,X,2vb2,X
832,835,31,B.32,AMINE OXIDASE,1avk_AA,1ui7_AB,4xCU,10,other_motion,1avk,AA,1ui7,AB
833,836,32,B.33,SIALIDASE B,2vw0_A,2vw1_A,DAN,10,other_motion,2vw0,A,2vw1,A
834,837,33,B.34,SERINE HYDROLASE,1evq_A,1qz3_A,HDS,10,other_motion,1evq,A,1qz3,A
835,838,34,B.35,URIDINE 5'-MONOPHOSPHATE SYNTHASE,2eaw_AB,3bgg_AA,2xBMP,10,other_motion,2eaw,AB,3bgg,AA
836,839,35,B.36,NON-SPECIFIC LIPID TRANSFER PROTEIN,1mzl_A,1fk1_A,DAO,10,other_motion,1mzl,A,1fk1,A
837,840,36,B.37,MALONAMIDASE E2,1o9n_AB,1ocl_AB,2xMLA,10,other_motion,1o9n,AB,1ocl,AB
838,841,37,B.38,CHALCONE--FLAVONONE ISOMERASE 1,1jx1_A,1jx1_C,DFV,10,other_motion,1jx1,A,1jx1,C
839,842,38,B.39,SEP-TRNA:CYS-TRNA SYNTHASE,2e7i_BB,2e7j_AB,2xPLP,10,other_motion,2e7i,BB,2e7j,AB
840,843,39,B.40,PYRIDOXAL PHOSPHATE PHOSPHATASE,2oyc_AA,2p69_AA,"2xCA,2xPLP",10,other_motion,2oyc,AA,2p69,AA
841,844,40,B.41,"2,3-DIHYDROXYBENZOATE-AMP LIGASE",1mdf_A,1md9_A,"AMP,DBH",10,other_motion,1mdf,A,1md9,A
842,845,41,B.42,ARYLAMINE N-ACETYLTRANSFERASE,1w5r_AB,1w6f_AB,2xISZ,10,other_motion,1w5r,AB,1w6f,AB
843,846,42,B.43,SERYL-TRNA SYNTHETASE,2zr3_AB,2dq0_AB,2xSSA,10,other_motion,2zr3,AB,2dq0,AB
844,847,43,B.44,PHOSPHATIDYLETHANOLAMINE-BINDING PROTEIN 1,2iqy_A,2iqx_C,OPE,10,other_motion,2iqy,A,2iqx,C
845,848,44,B.45,SUPEROXIDE DISMUTASE [FE],2bkb_CD,1za5_AB,2xFE,10,other_motion,2bkb,CD,1za5,AB
846,849,45,B.46,YM1 SECRETORY PROTEIN,1vf8_A,1e9l_A,GCS,10,other_motion,1vf8,A,1e9l,A
847,850,46,B.47,RUBREDOXIN,1fhm_A,1t9p_A,FE,10,other_motion,1fhm,A,1t9p,A
848,851,47,B.48,RIBOSE-5-PHOSPHATE ISOMERASE B,1usl_AB,2vvo_CD,2xA6P,10,other_motion,1usl,AB,2vvo,CD
849,852,48,B.49,"CARNITINE O-PALMITOYLTRANSFERASE II, MITOCHONDRIAL",2fyo_A,2fw3_A,BUI,10,other_motion,2fyo,A,2fw3,A
850,853,49,B.50,STRICTOSIDINE SYNTHASE,2fp8_B,2fp9_A,TAR,10,other_motion,2fp8,B,2fp9,A
851,854,50,B.51,RIBOFLAVIN BIOSYNTHESIS PROTEIN RIBD,2g6v_AB,2obc_AB,RP5,10,other_motion,2g6v,AB,2obc,AB
852,855,51,B.52,P-AMINOBENZOATE N-OXYGENASE,3chi_AB,3cht_AB,4NB,10,other_motion,3chi,AB,3cht,AB
853,856,52,B.53,3-OXOACYL-[ACYL-CARRIER-PROTEIN] SYNTHASE I,2byw_CD,2bui_AB,2xOCA,10,other_motion,2byw,CD,2bui,AB
854,857,53,B.54,CALCIUM-GATED POTASSIUM CHANNEL MTHK,2aej_AB,2aef_AB,2xCA,10,other_motion,2aej,AB,2aef,AB
855,858,54,B.55,P2 PROTEIN,1wac_A,1hhs_B,MN,10,other_motion,1wac,A,1hhs,B
856,859,55,B.56,TROPONIN C,1ncz_A,5tnc_A,2xCA,10,other_motion,1ncz,A,5tnc,A
857,860,56,B.57,CARBOXYPEPTIDASE A,1arl_A,1cpx_A,ZN,10,other_motion,1arl,A,1cpx,A
858,861,57,B.58,SH3 AND MULTIPLE ANKYRIN REPEAT DOMAINS 3,2f3n_A,2f44_B,ZN,10,other_motion,2f3n,A,2f44,B
859,862,58,B.59,INDOLE-3-GLYCEROL PHOSPHATE SYNTHASE,1juk_A,1lbl_A,137,10,other_motion,1juk,A,1lbl,A
860,863,59,B.60,10-FORMYLTETRAHYDROFOLATE DEHYDROGENASE,2bw0_A,2cfi_A,ZZZ,10,other_motion,2bw0,A,2cfi,A
861,864,60,B.61,PROBABLE 2-PHOSPHOSULFOLACTATE PHOSPHATASE,2yyv_AB,2yzo_AB,2xDMR,10,other_motion,2yyv,AB,2yzo,AB
862,865,61,B.62,"L,D-TRANSPEPTIDASE",2hkl_B,1zat_A,ZN,10,other_motion,2hkl,B,1zat,A
863,866,62,B.63,TRYPTOPHAN HALOGENASE,2oam_AB,2oa1_AB,"ADN,FAD,2xTRP",10,other_motion,2oam,AB,2oa1,AB
864,867,63,B.64,3-METHYLASPARTATE AMMONIA-LYASE,1kko_AB,1kkr_AB,"2x3MD,2xMG",10,other_motion,1kko,AB,1kkr,AB
865,868,64,B.65,34 KDA MEMBRANE ANTIGEN,2o6f_AB,2o6e_AB,3xZN,10,other_motion,2o6f,AB,2o6e,AB
866,869,65,B.66,CATECHOL OXIDASE,1bt2_B,1bug_A,"2xCU,URS",10,other_motion,1bt2,B,1bug,A
867,870,66,B.67,RUBRERYTHRIN,1lkp_AA,1dvb_AA,"4xFE,2xZN",10,other_motion,1lkp,AA,1dvb,AA
868,871,67,B.68,ASTACIN,1iad_A,1iaa_A,CU,10,other_motion,1iad,A,1iaa,A
869,872,68,B.69,GLYCEROPHOSPHORYL DIESTER PHOSPHODIESTERASE,2p76_D,2oog_F,ZN,10,other_motion,2p76,D,2oog,F
870,873,69,B.70,JMJC DOMAIN-CONTAINING HISTONE DEMETHYLATION PROTEIN 1A,2yu2_A,2yu1_A,AKG,10,other_motion,2yu2,A,2yu1,A
871,874,70,B.71,COCAINE ESTERASE,1l7r_A,1ju4_A,BEZ,10,other_motion,1l7r,A,1ju4,A
872,875,71,B.72,EXO-BETA-D-GLUCOSAMINIDASE,2vzo_B,2vzs_A,GCS,10,other_motion,2vzo,B,2vzs,A
873,876,72,B.73,DESULFOREDOXIN,1dcd_AB,1dxg_AB,2xFE,10,other_motion,1dcd,AB,1dxg,AB
874,877,73,B.74,EPOXIDE HYDROLASE EPHB,2e3j_A,2zjf_A,BSU,10,other_motion,2e3j,A,2zjf,A
875,878,74,B.75,D7R4 PROTEIN,2qev_A,2qeo_B,LNR,10,other_motion,2qev,A,2qeo,B
876,879,75,B.76,SHORT-CHAIN Z-ISOPRENYL DIPHOSPHATE SYNTHETASE,2vfw_AB,2vg0_AB,2xGPP,10,other_motion,2vfw,AB,2vg0,AB
877,880,76,B.77,BETA-HYDROXYDECANOYL THIOL ESTER DEHYDRASE,1mkb_AB,1mka_AB,2xDAC,10,other_motion,1mkb,AB,1mka,AB
878,881,77,B.78,GLYOXALASE I,1fa8_AB,1f9z_AB,2xNI,10,other_motion,1fa8,AB,1f9z,AB
879,882,78,B.79,HYDROXYNITRILE LYASE,3c6y_AA,1yas_AA,2xHIS,10,other_motion,3c6y,AA,1yas,AA
880,883,79,B.80,ERMC' RRNA METHYLTRANSFERASE,1qam_A,1qaq_A,SFG,10,other_motion,1qam,A,1qaq,A
881,884,80,B.81,LIPASE A,2veo_B,2veo_A,PG4,10,other_motion,2veo,B,2veo,A
882,885,81,B.82,BICARBONATE TRANSPORTER,2i49_A,2i4c_A,CA,10,other_motion,2i49,A,2i4c,A
883,886,82,B.83,PKS18,1tee_CD,1ted_CD,2xMYR,10,other_motion,1tee,CD,1ted,CD
884,887,83,B.84,ISOPENTENYL-DIPHOSPHATE DELTA-ISOMERASE,1hzt_A,1r67_A,MG,10,other_motion,1hzt,A,1r67,A
886,889,85,B.86,ALDOSE 1-EPIMERASE,1snz_B,1so0_A,GAL,10,other_motion,1snz,B,1so0,A
887,890,86,B.87,HYPOTHETICAL PROTEIN SLR1257,1iiw_AA,1ii5_AA,2xGLU,10,other_motion,1iiw,AA,1ii5,AA
888,891,87,B.88,METHIONINE AMINOPEPTIDASE 1,2b3l_A,2b3h_A,2xCO,10,other_motion,2b3l,A,2b3h,A
889,892,88,B.89,PHENYLALANINE-4-HYDROXYLASE,2v28_AB,2v27_AB,2xFE,10,other_motion,2v28,AB,2v27,AB
890,893,89,B.90,ESTERASE,1esc_AA,1ese_AA,2xDEP,10,other_motion,1esc,AA,1ese,AA
891,894,90,B.91,ADP-RIBOSYLGLYCOHYDROLASE,2cwc_A,2yzv_A,2xMG,10,other_motion,2cwc,A,2yzv,A
892,895,91,B.92,NUCLEOSIDE 2-DEOXYRIBOSYLTRANSFERASE,2a0k_AB,2f62_AB,2x12M,10,other_motion,2a0k,AB,2f62,AB
893,896,92,B.93,XAA-PRO DIPEPTIDASE,2iw2_AB,2okn_AB,4xMN,10,other_motion,2iw2,AB,2okn,AB
894,897,93,B.94,180AA LONG HYPOTHETICAL PYRAZINAMIDASE/NICOTINAMIDASE,1ilw_A,1im5_A,ZN,10,other_motion,1ilw,A,1im5,A
895,898,94,B.95,RIBOSOME BIOGENESIS PROTEIN NEP1-LIKE,3bbe_AB,3bbh_AB,2xSFG,10,other_motion,3bbe,AB,3bbh,AB
896,899,95,B.96,NICOTINATE-NUCLEOTIDE--DIMETHYLBENZIMIDAZOLE PHOSPHORIBOSYLTRANSFERASE,1l5n_AA,1l5l_AA,"2x7RP,2xNIO",10,other_motion,1l5n,AA,1l5l,AA
897,900,96,B.97,ESTERASE YBFF,3bf7_A,3bf8_B,MLA,10,other_motion,3bf7,A,3bf8,B
898,901,97,B.98,"GLUCOSE-6-PHOSPHATE ISOMERASE, CONJECTURAL",1tzb_AB,1tzc_AB,2xPA5,10,other_motion,1tzb,AB,1tzc,AB
899,902,98,B.99,DIHYDROXYACETONE KINASE,1oi2_AB,1uod_AB,2xG3H,10,other_motion,1oi2,AB,1uod,AB
900,903,99,B.100,325AA LONG HYPOTHETICAL PROTEIN,2dec_AB,2df8_AB,2xF1P,10,other_motion,2dec,AB,2df8,AB
901,904,100,B.101,LIPOCALIN,3bu9_A,3bu1_A,HSM,10,other_motion,3bu9,A,3bu1,A
