#ProteinA	ProteinB	PDB_Code	evidence
C6TEX2	P12355	2wsc,2wse,2wsf	MI:0114  x-ray crystallography
C6TEX2	P12357	2wsc,2wse,2wsf	MI:0114  x-ray crystallography
C6TEX2	P17227	2wsc,2wse,2wsf	MI:0114  x-ray crystallography
C6TEX2	P17230	2wsc,2wse,2wsf	MI:0114  x-ray crystallography
C6TEX2	P22179	2wsc,2wse,2wsf	MI:0114  x-ray crystallography
C6TEX2	P36886	2wsc,2wse,2wsf	MI:0114  x-ray crystallography
C6TEX2	Q01667	2wsc,2wse,2wsf	MI:0114  x-ray crystallography
C6TEX2	Q41038	2wsc,2wse,2wsf	MI:0114  x-ray crystallography
C6TEX2	Q41385	2wsc,2wse,2wsf	MI:0114  x-ray crystallography
C6TEX2	Q84U30	2wsc,2wse,2wsf	MI:0114  x-ray crystallography
C6TEX2	Q9S831	2wsc,2wse,2wsf	MI:0114  x-ray crystallography
C6TEX2	Q9SQL2	2wsc,2wse,2wsf	MI:0114  x-ray crystallography
C6YVW8	D2AMC8	3p2l	MI:0114  x-ray crystallography
C7GM91	E9PAG7	3oe7	MI:0114  x-ray crystallography
C7GM91	P00830	2wpd,3oe7,3ofn	MI:0114  x-ray crystallography
C7GM91	P21306	2wpd,3oe7,3ofn	MI:0114  x-ray crystallography
C7GM91	P61829	2wpd	MI:0114  x-ray crystallography
C7GM91	Q12165	2wpd,3oe7,3ofn	MI:0114  x-ray crystallography
C7GSE6	C8Z3U3	3ofn	MI:0114  x-ray crystallography
C7GSE6	E7QB62	3ofn	MI:0114  x-ray crystallography
C7GSE6	P07251	2wpd,3ofn	MI:0114  x-ray crystallography
C7GSE6	P21306	2wpd,3ofn	MI:0114  x-ray crystallography
C7GSE6	P61829	2wpd	MI:0114  x-ray crystallography
C7GSE6	Q12165	2wpd,3ofn	MI:0114  x-ray crystallography
C7GUW3	E7QC79	3n7n	MI:0114  x-ray crystallography
C7SIW5	P23008	1aym,1ayn	MI:0114  x-ray crystallography
C7SIW5	Q82122	1aym,1ayn	MI:0114  x-ray crystallography
C8N4C6	D1R0S6	3ho8	MI:0114  x-ray crystallography
C8Z3U3	E7QB62	3oe7,3ofn	MI:0114  x-ray crystallography
C9JGC2	Q16630	3q2s,3q2t	MI:0114  x-ray crystallography
C9QXA2	P0ABB0	3oaa	MI:0114  x-ray crystallography
D0A9L2	Q952G2	2gia,2gid	MI:0114  x-ray crystallography
D0IRB2	O25025	3mli	MI:0114  x-ray crystallography
D0VWR1	D0VWR3	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR1	D0VWR5	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR1	D0VWR7	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR1	F5H8P3	3arc	MI:0114  x-ray crystallography
D0VWR1	P0A387	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR1	P12239	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR1	P12240	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR1	P19054	3a0b,3a0h	MI:0114  x-ray crystallography
D0VWR1	Q7DGD4	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR2	D0VWR3	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR2	D0VWR4	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR2	D0VWR5	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR2	D0VWR6	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR2	D0VWR9	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR2	F5H8P3	3arc	MI:0114  x-ray crystallography
D0VWR2	P0A387	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR2	P12238	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR2	P12239	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR2	P12240	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR2	P12241	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR2	P12313	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR2	P19054	3a0b,3a0h	MI:0114  x-ray crystallography
D0VWR2	Q7DGD4	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR3	D0VWR4	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR3	D0VWR6	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR3	D0VWR8	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR3	D0VWR9	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR3	P0A387	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR3	P12238	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR3	P12239	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR3	P12240	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR3	P12241	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR3	P12313	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR3	P51765	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR3	P56152	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR4	D0VWR5	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR4	D0VWR7	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR4	D0VWR9	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR4	F5H8P3	3arc	MI:0114  x-ray crystallography
D0VWR4	P0A387	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR4	P12238	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR4	P12239	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR4	P12240	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR4	P12241	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR4	P12313	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR4	P19054	3a0b,3a0h	MI:0114  x-ray crystallography
D0VWR4	P51765	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR4	P56152	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR4	Q7DGD4	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR5	D0VWR6	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR5	D0VWR8	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR5	D0VWR9	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR5	P0A387	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR5	P12238	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR5	P12239	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR5	P12240	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR5	P12241	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR5	P12313	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR5	P51765	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR5	P56152	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR5	Q7DGD4	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR6	D0VWR7	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR6	D0VWR9	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR6	F5H8P3	3arc	MI:0114  x-ray crystallography
D0VWR6	P0A387	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR6	P12239	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR6	P12240	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR6	P12241	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR6	P12313	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR6	P19054	3a0b,3a0h	MI:0114  x-ray crystallography
D0VWR6	P51765	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR6	P56152	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR6	Q7DGD4	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR7	D0VWR9	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR7	P12238	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR7	P12239	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR8	F5H8P3	3arc	MI:0114  x-ray crystallography
D0VWR8	P12240	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR8	P19054	3a0b,3a0h	MI:0114  x-ray crystallography
D0VWR9	F5H8P3	3arc	MI:0114  x-ray crystallography
D0VWR9	P0A387	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR9	P12238	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR9	P12239	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR9	P12240	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR9	P19054	3a0b,3a0h	MI:0114  x-ray crystallography
D0VWR9	P56152	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWR9	Q7DGD4	3a0b,3a0h,3arc	MI:0114  x-ray crystallography
D0VWY9	Q13885	3hkb	MI:0114  x-ray crystallography
D0VWY9	Q7TMM9	3hkd,3hke	MI:0114  x-ray crystallography
D0VWZ0	D2HWS0	3hkb	MI:0114  x-ray crystallography
D0VWZ0	P68369	3hke	MI:0114  x-ray crystallography
D0VWZ0	Q71U36	3hkd,3n2g,3n2k	MI:0114  x-ray crystallography
D0VX26	D0VX29	3h1h,3h1i,3h1j,3h1k,3h1l,3l70,3l71,3l72,3l73,3l74,3l75,3tgu	MI:0114  x-ray crystallography
D0VX27	D0VX28	3h1h,3h1i,3h1j,3h1k,3h1l,3l70,3l71,3l72,3l73,3l74,3l75,3tgu	MI:0114  x-ray crystallography
D0VX27	D0VX29	3h1h,3h1i,3h1j,3h1k,3h1l,3l70,3l71,3l72,3l73,3l74,3l75,3tgu	MI:0114  x-ray crystallography
D0VX27	D0VX30	3h1h,3h1i,3h1j,3h1k,3h1l,3l70,3l71,3l72,3l73,3l74,3l75,3tgu	MI:0114  x-ray crystallography
D0VX27	D0VX32	3h1h,3h1i,3h1j,3h1k,3h1l,3l70,3l71,3l72,3l73,3l74,3l75,3tgu	MI:0114  x-ray crystallography
D0VX27	P18946	3h1h,3h1i,3h1j,3h1k,3h1l,3l70,3l71,3l72,3l73,3l74,3l75,3tgu	MI:0114  x-ray crystallography
D0VX27	Q4GWR4	3h1l,3l70,3l71,3l72,3l73,3l74,3l75	MI:0114  x-ray crystallography
D0VX27	Q7GTU5	3h1h,3h1i,3h1j,3h1k	MI:0114  x-ray crystallography
D0VX28	D0VX29	3h1h,3h1i,3h1j,3h1k,3h1l,3l70,3l71,3l72,3l73,3l74,3l75,3tgu	MI:0114  x-ray crystallography
D0VX28	D0VX30	3h1h,3h1i,3h1j,3h1k,3h1l,3l70,3l71,3l72,3l73,3l74,3l75,3tgu	MI:0114  x-ray crystallography
D0VX28	D0VX31	3h1h,3h1i,3h1j,3h1k,3h1l,3l70,3l71,3l72,3l73,3l74,3l75,3tgu	MI:0114  x-ray crystallography
D0VX28	P18946	3h1h,3h1i,3h1j,3h1k,3h1l,3l70,3l71,3l72,3l73,3l74,3l75,3tgu	MI:0114  x-ray crystallography
D0VX28	Q4GWR4	3h1l,3l70,3l71,3l72,3l73,3l74,3l75	MI:0114  x-ray crystallography
D0VX28	Q5ZLR5	3h1h,3h1i,3h1j,3h1k,3h1l,3l70,3l71,3l72,3l73,3l74,3l75,3tgu	MI:0114  x-ray crystallography
D0VX28	Q7GTU5	3h1h,3h1i,3h1j,3h1k	MI:0114  x-ray crystallography
D0VX29	D0VX32	3h1h,3h1i,3h1j,3h1k,3h1l,3l70,3l71,3l72,3l73,3l74,3l75,3tgu	MI:0114  x-ray crystallography
D0VX29	P18946	3h1h,3h1i,3h1j,3h1k,3h1l,3l70,3l71,3l72,3l73,3l74,3l75,3tgu	MI:0114  x-ray crystallography
D0VX29	Q4GWR4	3h1l,3l70,3l71,3l72,3l73,3l74,3l75	MI:0114  x-ray crystallography
D0VX29	Q7GTU5	3h1h,3h1i,3h1j,3h1k	MI:0114  x-ray crystallography
D0VX30	Q5ZLR5	3h1h,3h1i,3h1j,3h1k,3h1l,3l70,3l71,3l72,3l73,3l74,3l75,3tgu	MI:0114  x-ray crystallography
D1NID1	P71143	3p0d,4fl4	MI:0114  x-ray crystallography
D2HWS0	Q13885	3hkb	MI:0114  x-ray crystallography
D3FLM4	Q9PIM2	3d6x	MI:0114  x-ray crystallography
D3FPA5	Q9PM40	3o2r	MI:0114  x-ray crystallography
D3GUH3	P77499	2zu0	MI:0114  x-ray crystallography
D3GXV8	Q0T065	3lcf	MI:0114  x-ray crystallography
D3KFX4	Q71AW2	2wzp	MI:0114  x-ray crystallography
D3QW34	E7UAZ0	1yj7	MI:0114  x-ray crystallography
D3Z0V2	Q9WV48	3l4f	MI:0114  x-ray crystallography
D4RTZ8	Q54944	3q8x	MI:0114  x-ray crystallography
D4RTZ8	Q57231	3q8x	MI:0114  x-ray crystallography
D5XUM4	D5YRR7	3mka	MI:0114  x-ray crystallography
D5XUM4	D6FCP8	3mka	MI:0114  x-ray crystallography
D5XUM4	D7ESJ2	3mka	MI:0114  x-ray crystallography
D5XUM4	E2TAM5	3mka	MI:0114  x-ray crystallography
D5XUM4	O33245	3mka	MI:0114  x-ray crystallography
D5Y8K8	D5YWM7	3lp6	MI:0114  x-ray crystallography
D5YI18	D5YUF7	3n59	MI:0114  x-ray crystallography
D5YI18	P0A4Z6	3n59	MI:0114  x-ray crystallography
D5YRR7	D5Z4X9	3mka	MI:0114  x-ray crystallography
D5YRR7	D6FCP8	3mka	MI:0114  x-ray crystallography
D5YRR7	E2TAM5	3mka	MI:0114  x-ray crystallography
D5Z4X8	O33245	3h6i,3hfa	MI:0114  x-ray crystallography
D5Z4X9	D6FCP8	3mka	MI:0114  x-ray crystallography
D5Z4X9	D7ESJ2	3mka	MI:0114  x-ray crystallography
D5Z4X9	E2TAM5	3mka	MI:0114  x-ray crystallography
D5Z4X9	O33245	3mka	MI:0114  x-ray crystallography
D6FCP8	D7ESJ2	3mka	MI:0114  x-ray crystallography
D6FCP8	E2TAM5	3mka	MI:0114  x-ray crystallography
D6FCP8	O33244	3mka	MI:0114  x-ray crystallography
D6FCP8	O33245	3mka	MI:0114  x-ray crystallography
D6FYS8	P0A4Z6	3n8k	MI:0114  x-ray crystallography
D7ESJ2	E2TAM5	3mka	MI:0114  x-ray crystallography
D7X6D2	D7ZES3	3lci	MI:0114  x-ray crystallography
D7X6D2	E1HKJ5	3lcg	MI:0114  x-ray crystallography
D7ZES3	D8B900	2wnq	MI:0114  x-ray crystallography
D8AMG8	P76077	3pwq	MI:0114  x-ray crystallography
D8B900	E8HL01	2wo5	MI:0114  x-ray crystallography
D8EA14	P23874	2wiu,3dnt	MI:0114  x-ray crystallography
E1C9K6	E1C9K7	3lw5	MI:0114  x-ray crystallography
E1C9K6	E1C9K9	3lw5	MI:0114  x-ray crystallography
E1C9K6	E1C9L0	3lw5	MI:0114  x-ray crystallography
E1C9K6	E1C9L1	3lw5	MI:0114  x-ray crystallography
E1C9K6	E1C9L2	3lw5	MI:0114  x-ray crystallography
E1C9K6	E1C9L3	3lw5	MI:0114  x-ray crystallography
E1C9K6	P17227	3lw5	MI:0114  x-ray crystallography
E1C9K6	P20120	3lw5	MI:0114  x-ray crystallography
E1C9K6	Q32904	3lw5	MI:0114  x-ray crystallography
E1C9K6	Q41038	3lw5	MI:0114  x-ray crystallography
E1C9K6	Q9SQL2	3lw5	MI:0114  x-ray crystallography
E1C9K7	E1C9K8	3lw5	MI:0114  x-ray crystallography
E1C9K7	E1C9K9	3lw5	MI:0114  x-ray crystallography
E1C9K7	E1C9L0	3lw5	MI:0114  x-ray crystallography
E1C9K7	E1C9L1	3lw5	MI:0114  x-ray crystallography
E1C9K7	E1C9L2	3lw5	MI:0114  x-ray crystallography
E1C9K7	E1C9L3	3lw5	MI:0114  x-ray crystallography
E1C9K7	P05310	3lw5	MI:0114  x-ray crystallography
E1C9K7	P05311	3lw5	MI:0114  x-ray crystallography
E1C9K7	P10793	3lw5	MI:0114  x-ray crystallography
E1C9K7	P12355	3lw5	MI:0114  x-ray crystallography
E1C9K7	P17227	3lw5	MI:0114  x-ray crystallography
E1C9K7	P20120	3lw5	MI:0114  x-ray crystallography
E1C9K7	Q32904	3lw5	MI:0114  x-ray crystallography
E1C9K7	Q41038	3lw5	MI:0114  x-ray crystallography
E1C9K7	Q9SQL2	3lw5	MI:0114  x-ray crystallography
E1C9K8	E1C9K9	3lw5	MI:0114  x-ray crystallography
E1C9K8	E1C9L0	3lw5	MI:0114  x-ray crystallography
E1C9K8	E1C9L2	3lw5	MI:0114  x-ray crystallography
E1C9K8	E1C9L3	3lw5	MI:0114  x-ray crystallography
E1C9K8	P12355	3lw5	MI:0114  x-ray crystallography
E1C9K8	P17227	3lw5	MI:0114  x-ray crystallography
E1C9K8	P20120	3lw5	MI:0114  x-ray crystallography
E1C9K8	Q32904	3lw5	MI:0114  x-ray crystallography
E1C9K8	Q41038	3lw5	MI:0114  x-ray crystallography
E1C9K8	Q9SQL2	3lw5	MI:0114  x-ray crystallography
E1C9K9	E1C9L0	3lw5	MI:0114  x-ray crystallography
E1C9K9	E1C9L2	3lw5	MI:0114  x-ray crystallography
E1C9K9	E1C9L3	3lw5	MI:0114  x-ray crystallography
E1C9K9	P05310	3lw5	MI:0114  x-ray crystallography
E1C9K9	P10793	3lw5	MI:0114  x-ray crystallography
E1C9K9	P12355	3lw5	MI:0114  x-ray crystallography
E1C9K9	P20120	3lw5	MI:0114  x-ray crystallography
E1C9K9	Q32904	3lw5	MI:0114  x-ray crystallography
E1C9K9	Q41038	3lw5	MI:0114  x-ray crystallography
E1C9K9	Q9SQL2	3lw5	MI:0114  x-ray crystallography
E1C9L0	E1C9L1	3lw5	MI:0114  x-ray crystallography
E1C9L0	E1C9L2	3lw5	MI:0114  x-ray crystallography
E1C9L0	E1C9L3	3lw5	MI:0114  x-ray crystallography
E1C9L0	P10793	3lw5	MI:0114  x-ray crystallography
E1C9L0	P17227	3lw5	MI:0114  x-ray crystallography
E1C9L0	P20120	3lw5	MI:0114  x-ray crystallography
E1C9L0	Q32904	3lw5	MI:0114  x-ray crystallography
E1C9L0	Q41038	3lw5	MI:0114  x-ray crystallography
E1C9L0	Q9SQL2	3lw5	MI:0114  x-ray crystallography
E1C9L1	E1C9L2	3lw5	MI:0114  x-ray crystallography
E1C9L1	E1C9L3	3lw5	MI:0114  x-ray crystallography
E1C9L1	P10793	3lw5	MI:0114  x-ray crystallography
E1C9L1	P12355	3lw5	MI:0114  x-ray crystallography
E1C9L1	P20120	3lw5	MI:0114  x-ray crystallography
E1C9L1	Q32904	3lw5	MI:0114  x-ray crystallography
E1C9L1	Q41038	3lw5	MI:0114  x-ray crystallography
E1C9L1	Q9SQL2	3lw5	MI:0114  x-ray crystallography
E1C9L2	E1C9L3	3lw5	MI:0114  x-ray crystallography
E1C9L2	P05310	3lw5	MI:0114  x-ray crystallography
E1C9L2	P05311	3lw5	MI:0114  x-ray crystallography
E1C9L2	P10793	3lw5	MI:0114  x-ray crystallography
E1C9L2	P12355	3lw5	MI:0114  x-ray crystallography
E1C9L2	P17227	3lw5	MI:0114  x-ray crystallography
E1C9L2	P20120	3lw5	MI:0114  x-ray crystallography
E1C9L2	Q32904	3lw5	MI:0114  x-ray crystallography
E1C9L2	Q41038	3lw5	MI:0114  x-ray crystallography
E1C9L2	Q9SQL2	3lw5	MI:0114  x-ray crystallography
E1C9L3	P05311	3lw5	MI:0114  x-ray crystallography
E1C9L3	P10793	3lw5	MI:0114  x-ray crystallography
E1C9L3	P12355	3lw5	MI:0114  x-ray crystallography
E1C9L3	P17227	3lw5	MI:0114  x-ray crystallography
E1C9L3	P20120	3lw5	MI:0114  x-ray crystallography
E1C9L3	Q32904	3lw5	MI:0114  x-ray crystallography
E1C9L3	Q41038	3lw5	MI:0114  x-ray crystallography
E1C9L3	Q9SQL2	3lw5	MI:0114  x-ray crystallography
E1ITP8	P00698	3otp	MI:0114  x-ray crystallography
E2QZZ6	Q9WU49	3aqq	MI:0114  x-ray crystallography
E2TAM5	O33244	3mka	MI:0114  x-ray crystallography
E2TAM5	O33245	3mka	MI:0114  x-ray crystallography
E2TRM7	P64528	3oei	MI:0114  x-ray crystallography
E3G1A7	E7V2G6	3euh	MI:0114  x-ray crystallography
E3G1A7	P22524	3euh	MI:0114  x-ray crystallography
E3G1A7	Q0TJD1	3euh	MI:0114  x-ray crystallography
E7EVR3	Q8BN74	2q6j	MI:0114  x-ray crystallography
E7HQL4	P0ADV1	2r1a	MI:0114  x-ray crystallography
E7HQL4	P0ADV3	2r1a	MI:0114  x-ray crystallography
E7K310	P80054	3qnj	MI:0114  x-ray crystallography
E7KNE2	P53011	3f3f,3f3p	MI:0114  x-ray crystallography
E7M1J3	P17157	2pk9	MI:0114  x-ray crystallography
E7NEK9	E7QB62	3oe7,3ofn	MI:0114  x-ray crystallography
E7NEK9	P07251	3oe7,3ofn	MI:0114  x-ray crystallography
E7NEK9	Q12165	3oe7,3ofn	MI:0114  x-ray crystallography
E7QB62	E9PAG7	3oe7	MI:0114  x-ray crystallography
E7QB62	P07251	3oe7,3ofn	MI:0114  x-ray crystallography
E7QB62	P21306	3oe7,3ofn	MI:0114  x-ray crystallography
E7QB62	Q12165	3oe7,3ofn	MI:0114  x-ray crystallography
E7QC79	P25651	3n7n	MI:0114  x-ray crystallography
E7UK73	P23827	1fi8	MI:0114  x-ray crystallography
E7V2G6	P60293	3euh	MI:0114  x-ray crystallography
E8SWE0	P00953	3fhj	MI:0114  x-ray crystallography
E9P9X4	P00830	3zry	MI:0114  x-ray crystallography
E9P9X4	P07251	3zry	MI:0114  x-ray crystallography
E9PAG7	P00830	3oe7	MI:0114  x-ray crystallography
E9PW65	P36894	2qj9	MI:0114  x-ray crystallography
E9RGH8	F2Z283	3amj	MI:0114  x-ray crystallography
F1NPG5	P0DJH7	3vh5,3vh6	MI:0114  x-ray crystallography
F1NPJ4	Q5ZIS0	2wqy	MI:0114  x-ray crystallography
F5H747	F5H7Y5	4ap4	MI:0114  x-ray crystallography
F5H8P3	P0A387	3arc	MI:0114  x-ray crystallography
F5H8P3	P12238	3arc	MI:0114  x-ray crystallography
F5H8P3	P12239	3arc	MI:0114  x-ray crystallography
F5H8P3	P12240	3arc	MI:0114  x-ray crystallography
F5H8P3	P12241	3arc	MI:0114  x-ray crystallography
F5H8P3	P12313	3arc	MI:0114  x-ray crystallography
F5H8P3	P51765	3arc	MI:0114  x-ray crystallography
F5H8P3	P56152	3arc	MI:0114  x-ray crystallography
F5HB26	P61769	3vcl	MI:0114  x-ray crystallography
O00401	Q9UHR4	2lnh	MI:0077  nuclear magnetic resonance
O00512	Q9NQB0	2gl7	MI:0114  x-ray crystallography
O08582	P01887	1kj2,1kj3	MI:0114  x-ray crystallography
O08838	O43426	2vj0	MI:0114  x-ray crystallography
O09061	O70435	3unb,3une,3unf,3unh	MI:0114  x-ray crystallography
O09061	P28076	3unf,3unh	MI:0114  x-ray crystallography
O09061	P49722	3unb,3une,3unf,3unh	MI:0114  x-ray crystallography
O09061	Q60692	3unb,3une	MI:0114  x-ray crystallography
O09061	Q9QUM9	3unb,3une,3unf,3unh	MI:0114  x-ray crystallography
O09061	Q9R1P0	3unb,3une,3unf,3unh	MI:0114  x-ray crystallography
O09061	Q9R1P3	3unb,3une,3unf,3unh	MI:0114  x-ray crystallography
O09061	Q9Z2U0	3unb,3une,3unf,3unh	MI:0114  x-ray crystallography
O11822	P61769	2c7u	MI:0114  x-ray crystallography
O13516	P02407	3izb,3o2z,3o30,3u5c,3u5g	MI:0114  x-ray crystallography
O13516	P05750	1s1h,3izb,3o2z,3o30,3u5c,3u5g	MI:0114  x-ray crystallography
O13516	P05756	1s1h,3izb,3o2z,3o30,3u5c,3u5g	MI:0114  x-ray crystallography
O13516	P05759	3u5c,3u5g	MI:0114  x-ray crystallography
O13516	P06367	1s1h,3izb,3o2z,3o30,3u5c,3u5g	MI:0114  x-ray crystallography
O13516	P07280	3izb,3o2z,3o30,3u5c,3u5g	MI:0114  x-ray crystallography
O13516	P0C0V8	3izb,3u5c,3u5g	MI:0114  x-ray crystallography
O13516	P0CX29	1s1h,3izb,3o2z,3o30,3u5c,3u5g	MI:0114  x-ray crystallography
O13516	P0CX37	3u5c,3u5g	MI:0114  x-ray crystallography
O13516	P0CX39	3u5c,3u5g	MI:0114  x-ray crystallography
O13516	P0CX47	1s1h,3izb,3o2z,3o30,3u5c,3u5g	MI:0114  x-ray crystallography
O13516	P0CX51	1s1h,3izb,3o2z,3o30,3u5c,3u5g	MI:0114  x-ray crystallography
O13516	P0CX55	1s1h,3izb,3o2z,3o30,3u5c,3u5g	MI:0114  x-ray crystallography
O13516	P26783	1s1h,3izb,3o2z,3o30,3u5c,3u5g	MI:0114  x-ray crystallography
O13516	P26786	3u5c,3u5g	MI:0114  x-ray crystallography
O13516	P32905	1s1h,3izb,3o2z,3o30,3u5c,3u5g	MI:0114  x-ray crystallography
O13516	P33442	3u5c,3u5g	MI:0114  x-ray crystallography
O13516	P35997	3izb,3u5c,3u5g	MI:0114  x-ray crystallography
O13516	P38011	3izb,3o2z,3o30,3u5c,3u5g	MI:0114  x-ray crystallography
O13516	P38701	1s1h,3izb,3o2z,3o30,3u5c,3u5g	MI:0114  x-ray crystallography
O13516	P39015	3u5c,3u5g	MI:0114  x-ray crystallography
O13516	P39938	3u5c,3u5g	MI:0114  x-ray crystallography
O13516	P41057	3izb,3o2z,3o30,3u5c,3u5g	MI:0114  x-ray crystallography
O13516	P48589	3u5c,3u5g	MI:0114  x-ray crystallography
O13516	Q01855	1s1h,3izb,3o2z,3o30,3u5c,3u5g	MI:0114  x-ray crystallography
O13516	Q08745	3u5c,3u5g	MI:0114  x-ray crystallography
O13516	Q3E792	3izb,3o2z,3o30,3u5c,3u5g	MI:0114  x-ray crystallography
O13516	Q3E7X9	3izb,3o2z,3o30,3u5c,3u5g	MI:0114  x-ray crystallography
O13877	O14459	3h0g	MI:0114  x-ray crystallography
O13877	O74635	3h0g	MI:0114  x-ray crystallography
O13877	O74825	3h0g	MI:0114  x-ray crystallography
O13877	P36595	3h0g	MI:0114  x-ray crystallography
O13877	P87123	3h0g	MI:0114  x-ray crystallography
O13877	Q09191	3h0g	MI:0114  x-ray crystallography
O13877	Q92399	3h0g	MI:0114  x-ray crystallography
O14198	Q9US45	4h63	MI:0114  x-ray crystallography
O14459	O74635	3h0g	MI:0114  x-ray crystallography
O14459	P37382	3h0g	MI:0114  x-ray crystallography
O14459	P48011	3h0g	MI:0114  x-ray crystallography
O14459	P87123	3h0g	MI:0114  x-ray crystallography
O14459	Q09191	3h0g	MI:0114  x-ray crystallography
O14459	Q92399	3h0g	MI:0114  x-ray crystallography
O14746	P61769	2bck	MI:0114  x-ray crystallography
O14810	P60880	3rk3,3rl0	MI:0114  x-ray crystallography
O14964	Q3TPR2	3f1i	MI:0114  x-ray crystallography
O15533	Q5RDG4	3f8u	MI:0114  x-ray crystallography
O30142	O30144	2onk	MI:0114  x-ray crystallography
O30144	O30142	2ONK	MI:0114  x-ray crystallography
O32475	Q8GI16	2de5,2de7	MI:0114  x-ray crystallography
